tweet,klasifikasi
"Selamat pagi Sahabat Tannas. Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Keluarga sebagai sumber kekuatan untuk membangun bangsa dan negara. Oleh sebab itu #BKKBN mengajak keluarga di Indonesia utk bangkit melawan #COVID19 di masa new normal. 

Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Survei #BKKBN thdp 20 rb keluarga di Indonesia: sebagian besar keluarga Indonesia tangguh menghadapi #COVID19 krn mampu menerima, saling mendukung, serta menghindari pertengkaran di masa pandemi ini. 
#Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"1. Selamat pagi, #SobatBKKBN. Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Warga +62 saat pandemi:
*kasus corona 100-200 hari>>bingung cari masker,hand sanitizer,bikin snap #dirumahaja, ketakutan sampe parno.
*kasus 1000/hari >>gowes yukk,bikin snap""lagi dimall"",besok kepantai yuk,intinya jalan² dah.

#COVID19 #indonesia #NewNormal",negative
"Panjang umur buat nyokap yang nyedian maksi buat bokap sebelum brangkat ke majelis ta'lim. Panjang umur perempuan Indonesia. Sehat wal 'afiat selalu. 

#COVID19 H120",positive
"Sampaikan suaramu untuk UNICEF!
UNICEF Indonesia berencana mengadakan Live Streaming di social media dengan topik seputar gizi dan gaya hidup sehat selama COVID-19. Yuk, beri masukanmu terkait topik apa yang menurut kamu paling menarik! 

#COVID19 #UntukSetiapAnak #ForEveryChild",positive
"Maaf ya, Pa Presiden 
@jokowi
 ...Kesulitan Bapak berkenaan kinerja para menteri dalam masa pandemi #COVID19 ini tidak terlepas dari hutang janji Bapak mengenai #revolusimental bangsa #Indonesia yang tak kunjung terlunasi...",negative
"Selamat siang, #KawanKabinet. Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"(1)Selamat pagi #SobatKom . Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Selamat pagi Sahabat Tannas. Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Keluarga sebagai sumber kekuatan untuk membangun bangsa dan negara. Oleh sebab itu #BKKBN mengajak keluarga di Indonesia utk bangkit melawan #COVID19 di masa new normal. 

Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Survei #BKKBN thdp 20 rb keluarga di Indonesia: sebagian besar keluarga Indonesia tangguh menghadapi #COVID19 krn mampu menerima, saling mendukung, serta menghindari pertengkaran di masa pandemi ini. 
#Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"1. Selamat pagi, #SobatBKKBN. Pandemi #COVID19 memberikan dampak besar utk kehidupan keluarga2 di Indonesia. Di sisi lain, situasi ini justru merekatkan hubungan keluarga, semakin guyub, semakin akrab. #Harganas #BKKBN #JadiKeluargaKeren #KeluargaHebatTerencana #BerencanaItuKeren",positive
"Warga +62 saat pandemi:
*kasus corona 100-200 hari>>bingung cari masker,hand sanitizer,bikin snap #dirumahaja, ketakutan sampe parno.
*kasus 1000/hari >>gowes yukk,bikin snap""lagi dimall"",besok kepantai yuk,intinya jalan² dah.

#COVID19 #indonesia #NewNormal",negative
"Panjang umur buat nyokap yang nyedian maksi buat bokap sebelum brangkat ke majelis ta'lim. Panjang umur perempuan Indonesia. Sehat wal 'afiat selalu. 

#COVID19 H120",positive
"Kadang aneh sama +62 pas baru 10rb kasus corona orang2 pada paniknya naujubillah , geliran sekarang lebih dari 50rb kasus kenapa semua malah sepedahan njiir 
Emg dah indonesia makin banyak malah makin santuyy 
#IndonesiaDaruratHumor #Indonesiasepedah #COVID19 #sepedahnya",positive
"Pandemi virus corona (Covid-19) berdampak sangat luas, bahkan hingga sektor ekonomi dan politik, tidak hanya di Indonesia namun seluruh negara di belahan bumi ini #sejarah #covid19",positive
"Indonesia sekarang banyak shiva
#gowes #COVID19 #NewNormalDemiRakyat #QGBacotsantuy",neutral
"Presentasi Kang Emil mendapat apresiasi dari para partisipan online summit ini termasuk Perwakilan UNDP untuk Indonesia Christophe Bahuet. 

#JabarTanggapCovid19 #COVID19  #jawabarat  #ridwankamil",neutral
"Sampai vaksin #COVID19 ditemukan, Indonesia gk bakalan bisa 0 kasus dlm 1 hari. Dilihat dr Pemerintahnya dan Rakyatnya. Hampir mustahil 0 kasus dalam 1 hari. Yg jelas sadar diri aja & hrs berdamai dg nih virus & berdoa agar gk trkena.

#coronavirus 
#PSBBngok 
#NewNormal",negative
"Allah SWT sptnya benci dgn manusia2 sombong dan pembohong.
Dl presiden cina bilang: ga ada yg bisa mnumbangkan cina.
Dijawab Allah SWT dgn #COVID19 .
Ada yg ngaku: Sy indonesia, sy pancasila
Djawab Allah SWT dgn #RUUHIP.
Subhanallah",neutral
"10 Most #COVID19 cases in Asia,

1 India          500,359
2 Iran            217,724
3 Pakistan     195,745
4 Turkey        193,115
5 S. Arabia     174,577
6 Bangladesh 130,474
7 Qatar            92,784
8 China            83,462
9 Indonesia      51,427
10 UAE             46,973",positive
"Broo,, udah saat nya ni ya kalian benar benar di rumah. gak capek apa? 1000 kasus lebih dalam satu hari di Indonesia. Ayo lah tanamkan kerja sama di masyarakat. Indonesia butuh orang yang bisa melawan Covid-19 Ini.
Satukan semangat kalian.

  Salam Hangat

 #Indonesia #COVID19",positive
"Sampaikan suaramu untuk UNICEF!
UNICEF Indonesia berencana mengadakan Live Streaming di social media dengan topik seputar gizi dan gaya hidup sehat selama COVID-19. Yuk, beri masukanmu terkait topik apa yang menurut kamu paling menarik! 

#COVID19 #UntukSetiapAnak #ForEveryChild",positive
"Lomba ""New Normal"" dengan juri ""Upnormal""

#pemerintah #rakyat #pandemi #COVID19 #indonesia",positive
"Pemprov Papua berencana membuka kembali perbatasan Indonesia dengan Papua Nugini. 

Kepala Badan Perbatasan dan Kerjasama Luar Negeri Papua, Suzana Wanggai mengatakan renccana tersebut setelah Pemprov #Papua melonggarkan akses keluar-masuk orang di tengah pandemi #COVID19.",positive
"...Well, semua manusia waras; ga harus terpelajar; di Indonesia sebetulnya tau cara yang seharusnya diambil pemerintah Jawa Timur untuk menurunkan kasus #COVID19 dalam 2 minggu... Jawabannya adalah #lockdown, bukan #PSBB dan jelas bukan #NewNormal",neutral
Masih pada pantengin data progress covid19 nasional dan lokal gak sih?? ada gak buat kamu pribadi? #COVID19 #COVID__19 #DataAnalytics #Indonesia,neutral
"Apakah peserta demo UU HIP menyadari bahwa resiko penularan #COVID19 meningkat pada aksi kemari. Jangan lupa bila ada gejala pernafasan dan demam segera periksa #RapidTest supaya demo selanjutnya lebih #safe setuju 
@Dennysiregar7
 
@BNPB_Indonesia
 ?? Waspada penularan di rumah",positive
"Indonesia berpotensi jadi #hotspot baru #COVID19, menurut media Australia 
@smh
. Sejumlah bukti dipaparkan tentang tertinggalnya Indonesia dari negara-negara lain di Asia Tenggara dalam perangi COVID-19. 
Menurut Anda, apakah Indonesia berpotensi jadi hotspot baru COVID-19?",positive
"Ini corona makin banyakkk di indonesia perhari rata2 1000. Tp indonesia malah new normal, ga mau psbb lagi? #COVID19",positive
"Keknya nii jaman lgii musim... sepeda... investasi sepeda sabi kli yaa....hem....
#COVID19 #IndonesiaAbnormal #indonesia",neutral
"Broo,, udah saat nya ni ya kalian benar benar di rumah. gak capek apa? 1000 kasus lebih dalam satu hari di Indonesia. Ayo lah tanamkan kerja sama di masyarakat. Indonesia butuh orang yang bisa melawan Covid-19 Ini.
Satukan semangat kalian.

  Salam Hangat

 #Indonesia #COVID19",positive
"Sampaikan suaramu untuk UNICEF!
UNICEF Indonesia berencana mengadakan Live Streaming di social media dengan topik seputar gizi dan gaya hidup sehat selama COVID-19. Yuk, beri masukanmu terkait topik apa yang menurut kamu paling menarik! 

#COVID19 #UntukSetiapAnak #ForEveryChild",positive
"Lomba ""New Normal"" dengan juri ""Upnormal""

#pemerintah #rakyat #pandemi #COVID19 #indonesia",positive
"Pemprov Papua berencana membuka kembali perbatasan Indonesia dengan Papua Nugini. 

Kepala Badan Perbatasan dan Kerjasama Luar Negeri Papua, Suzana Wanggai mengatakan renccana tersebut setelah Pemprov #Papua melonggarkan akses keluar-masuk orang di tengah pandemi #COVID19.",positive
"...Well, semua manusia waras; ga harus terpelajar; di Indonesia sebetulnya tau cara yang seharusnya diambil pemerintah Jawa Timur untuk menurunkan kasus #COVID19 dalam 2 minggu... Jawabannya adalah #lockdown, bukan #PSBB dan jelas bukan #NewNormal",neutral
Masih pada pantengin data progress covid19 nasional dan lokal gak sih?? ada gak buat kamu pribadi? #COVID19 #COVID__19 #DataAnalytics #Indonesia,neutral
"Apakah peserta demo UU HIP menyadari bahwa resiko penularan #COVID19 meningkat pada aksi kemari. Jangan lupa bila ada gejala pernafasan dan demam segera periksa #RapidTest supaya demo selanjutnya lebih #safe setuju 
@Dennysiregar7
 
@BNPB_Indonesia
 ?? Waspada penularan di rumah",positive
"Indonesia berpotensi jadi #hotspot baru #COVID19, menurut media Australia 
@smh
. Sejumlah bukti dipaparkan tentang tertinggalnya Indonesia dari negara-negara lain di Asia Tenggara dalam perangi COVID-19. 
Menurut Anda, apakah Indonesia berpotensi jadi hotspot baru COVID-19?",positive
"Ini corona makin banyakkk di indonesia perhari rata2 1000. Tp indonesia malah new normal, ga mau psbb lagi? #COVID19",positive
"Keknya nii jaman lgii musim... sepeda... investasi sepeda sabi kli yaa....hem....
#COVID19 #IndonesiaAbnormal #indonesia",neutral
"10 Most #COVID19 Active cases in APAC region :

India          183,384
Pakistan     107,417
Bangladesh  70,018
Indonesia     26,120
Philippines   22,197
Afghanistan 19,132
Nepal             7,851
Singapore      6,602
S. Korea          1,324
Japan                801

#Asiapacific",positive
"Indonesia butuh pemimpin yg membuat rakyat sejahtera lahir batin berdasarkan ridho Allah SWT.

 #COVID19",neutral
"Kasus #COVID19indonesia bertambah
Indonesia :
-Hentikan PSBB
-Buka tempat wisata(secara bertahap :v)
-Buka Mal/Rumah makan/dll(dengan protokol kesehatan :v)
Yah namanya buka yah intinya orang datang emangnya #covid19 langsung mati diudara?
#indonesiaterserah #IndonesiaAbnormal",neutral
"#COVID19 memang tragedi, tapi lebih tragedi lagi menghadapi #COVID19 di Indonesia.. #covid19Indonesia karena banyak yg uda sakti ngga pake #masker",positive
"Bahkan ada oknum Nakes yang mempercayai bahwa Covid-19 adalah konspirasi politik.. jadi siapa yang mau Help
#COVID19 #COVIDー19 #COVID19indonesia #COVID2019",positive
"Menurut Nalar pikir kalian Corona ini gimna sih? Sudah ber bulan bulan belum kelar
#BersatuLawanCovid19
#COVID19 
#Indonesia 
#kumparanNEWS 
#jokowi",neutral
"Kerumunan masyarakat terlihat saat #CarFreeDay (CFD)  di ruas Jalan Sudirman-Thamrin kembali dibuka, Minggu (21/06), setelah sempat ditiadakan sekitar 3 bulan akibat pandemi #COVID19. 
Sahabat DW, apakah langkah DKI yang membuka kembali CFD merupakan satu keputusan yang tepat?",positive
"#covid19
#Indonesia
#bosandirumah
#vaksincovid
Kapan vaksin covid ditemukan??",negative
"46.845 Today
+ 954 New cases COVID-19 in Indonesia

Tuhan, kapan ini 0 case?? 
#COVID19 #Indonesia",positive
"Dari atas bumi: Gunung erupsi
Dari bawah laut: Gempa bumi
Dari permukaan darat: Virus pandemi

Belom termasuk banjir, tanah longsong atau puting beliung. 

Manusia kalo udah Allah kasih ""kunfayakun"" cuma jadi debu 

#gempa #erupsi #COVID19 #Indonesia",positive
"...Brazil & Amerika sudah terkonfirmasi +1.000.000 #COVID19 sangar di Indonesia, sudah sejak Maret, tp masih 45.000? ...absurd mbikkk ",negative
"10 Most #COVID19 Active cases in Asia :

India            169,034
Pakistan       104,780
Bangladesh   63,357
Saudi Arabia 53,344
Iran               31,693
Indonesia     24,717
Turkey          22,824
Philippines   20,600
Qatar            19,960
Afghanistan 19,563",positive
Corona betah banget di indonesia. #COVID19,positive
"Di youtube rame cerita, negara2 luar membebaskan tax, memberi dana bantuan ke warga. Di Indonesia mau pergi keluar daerah atau naik pesawat harus punya surat PCR dan ikut rapid test. Rapid test 200rb an suratnya 1 - 2Jt(Mesti ngejalanin test dulu) #COVID19 #Nyusahin #Duitmulu",positive
"Beneran dah, ini saat yang tidak mudah untuk para owner perusahaan tempat kita bekerja, lalu apa yg lebih baik selain mendoakan mereka di saat badai spt ini, dengan sebaik baiknya doa!!! karena lewat mereka Allah titipkan rejeki kita...!!!! #COVID19 #COVID19indonesia",positive
"Covid 19 tidak membunuh, tapi memperparah penyakit lamamu
#newnormalindonesia adalah :
1. Hidup bersih dan sehat
2. Menjaga diri dan orang lain
3. Beraktivitas seperti biasanya

Lockdown adalah keberhasilan dari konspirasi batuk, bersin dan ludah

#COVID19 #COVID19indonesia",positive
"Menurut Nalar pikir kalian Corona ini gimna sih? Sudah ber bulan bulan belum kelar
#BersatuLawanCovid19
#COVID19 
#Indonesia 
#kumparanNEWS 
#jokowi",neutral
"Kerumunan masyarakat terlihat saat #CarFreeDay (CFD)  di ruas Jalan Sudirman-Thamrin kembali dibuka, Minggu (21/06), setelah sempat ditiadakan sekitar 3 bulan akibat pandemi #COVID19. 
Sahabat DW, apakah langkah DKI yang membuka kembali CFD merupakan satu keputusan yang tepat?",positive
"#covid19
#Indonesia
#bosandirumah
#vaksincovid
Kapan vaksin covid ditemukan??",negative
"46.845 Today
+ 954 New cases COVID-19 in Indonesia

Tuhan, kapan ini 0 case?? 
#COVID19 #Indonesia",positive
"Dari atas bumi: Gunung erupsi
Dari bawah laut: Gempa bumi
Dari permukaan darat: Virus pandemi

Belom termasuk banjir, tanah longsong atau puting beliung. 

Manusia kalo udah Allah kasih ""kunfayakun"" cuma jadi debu 

#gempa #erupsi #COVID19 #Indonesia",positive
"...Brazil & Amerika sudah terkonfirmasi +1.000.000 #COVID19 sangar di Indonesia, sudah sejak Maret, tp masih 45.000? ...absurd mbikkk ",negative
"10 Most #COVID19 Active cases in Asia :

India            169,034
Pakistan       104,780
Bangladesh   63,357
Saudi Arabia 53,344
Iran               31,693
Indonesia     24,717
Turkey          22,824
Philippines   20,600
Qatar            19,960
Afghanistan 19,563",positive
Corona betah banget di indonesia. #COVID19,positive
"Di youtube rame cerita, negara2 luar membebaskan tax, memberi dana bantuan ke warga. Di Indonesia mau pergi keluar daerah atau naik pesawat harus punya surat PCR dan ikut rapid test. Rapid test 200rb an suratnya 1 - 2Jt(Mesti ngejalanin test dulu) #COVID19 #Nyusahin #Duitmulu",positive
"Beneran dah, ini saat yang tidak mudah untuk para owner perusahaan tempat kita bekerja, lalu apa yg lebih baik selain mendoakan mereka di saat badai spt ini, dengan sebaik baiknya doa!!! karena lewat mereka Allah titipkan rejeki kita...!!!! #COVID19 #COVID19indonesia",positive
"Covid 19 tidak membunuh, tapi memperparah penyakit lamamu
#newnormalindonesia adalah :
1. Hidup bersih dan sehat
2. Menjaga diri dan orang lain
3. Beraktivitas seperti biasanya

Lockdown adalah keberhasilan dari konspirasi batuk, bersin dan ludah

#COVID19 #COVID19indonesia",positive
"Bank Indonesia kembali menurunkan suku bunga acuan menjadi 4,25 persen. 

Gubernur 
@Bank_Indonesia
 Perry Warjiyo menyebut kebijakan untuk menurunkan suku bunga acuan tersebut sejalan dengan upaya menjaga stabilitas #perekonomian di tengah Pandemi #Covid19.

#Ekonomi",neutral
"1. Kasus #COVID19 secara global telah capai lebih dari 8 juta dengan 435 ribu kematian. Bbrp kawasan terus tunjukan kenaikan scr signifikan.

@Kemlu_RI
 
@KemenkesRI
 
@BNPB_Indonesia
 
@Sosbud_OINB
 
@mediaindonesia
 
@kompascom
 
@liputan6dotcom
 
@kumparan
 
@detikcom",positive
"Sidoarjo Dapat Satu Tambahan Alat untuk Pemeriksaan Covid–19

#jatim #jawatimur #jatimkita #khofifah #lawancorona #protokolkesehatan #transisinewnormal #newnormal #viral #índonesia #covid19",neutral
"Bertahun-tahun kemudian, keluarga yg ditinggalkan anggota keluarganya, krn terinfeksi Covid-19, akan mengenang kepergian org terkasih bersama-sama.

Yg wafat itu, bukan angka. Mrk punya istri, anak, suami, orang tua yg ditinggalkan.

Indonesia, tertinggi se-ASEAN

#COVID19",neutral
"4 bulan lalu Singapura menjadi negara tertinggi pasien covid-19 se-Asia Tenggara & Indonesia masih 0 kasus.

Saat ini? Indonesia menjadi negara asia tenggara tertinggi mengalahkan Singapura.

Kuy, pd kumpul semua. Mari kalahkan Amerika!

#INDONESIAHEBAT #INDONESIAJUARA #COVID19",neutral
"Penyebaran pandemi #Covid19 yg tdk bisa diprediksi sebelumnya telah memberikan tekanan besar pada perekonomian di berbagai negara termasuk Indonesia.

Bagaimana kondisi ekonomi Indonesia saat ini?
Bagaimana program PEN akan memulihkan ekonomi?",positive
"Apakah pemerintah berharap dengan dermawan"" untuk menutupi ketidakmerataan bantuan dari pemerintah?
#IndonesiaAbnormal #COVID19 #COVID19indonesia",neutral
"Hai, Indonesia.. Apa kabar? Dalam keadaan #COVID19  ini, kupikir kita semua bisa bersatu. Yang mampu bisa membantu, yang susah bisa terpadu.
Namun, kebijakan pemerintah yg berupaya untuk kita rakyat Indonesia, masih kalian curangi juga? 
Sedikit saja rasa malu tak ada kah?",negative
"Kasus Corona Indonesia Kini Tertinggi di Asia Tenggara.

Kasus Tertinggi, Meninggal Terbanyak dan Penanganan Terburuk..
#COVID19",negative
"17/06/2020

Indonesia telah melepasi Singapore untuk jumlah kes #COVID19 hari ini.

#30 Indonesia : 41,431 kes (+1,031)
#31 Singapore : 41,216 kes (+247)",neutral
"Update Corona di Indonesia, Rabu 17 Juni 2020.
16.243 Dinyatakan sembuh! 
#IndonesiaSehat #indoneesiakuat #indonesiahebat #COVID19",neutral
New normal versi Indonesia adalah suatu awal keadaan abnormal #COVID19,positive
"1. Kasus #COVID19 secara global telah capai lebih dari 8 juta dengan 435 ribu kematian. Bbrp kawasan terus tunjukan kenaikan scr signifikan.

@Kemlu_RI
 
@KemenkesRI
 
@BNPB_Indonesia
 
@Sosbud_OINB
 
@mediaindonesia
 
@kompascom
 
@liputan6dotcom
 
@kumparan
 
@detikcom",positive
"Sidoarjo Dapat Satu Tambahan Alat untuk Pemeriksaan Covid–19

#jatim #jawatimur #jatimkita #khofifah #lawancorona #protokolkesehatan #transisinewnormal #newnormal #viral #índonesia #covid19",neutral
"Bertahun-tahun kemudian, keluarga yg ditinggalkan anggota keluarganya, krn terinfeksi Covid-19, akan mengenang kepergian org terkasih bersama-sama.

Yg wafat itu, bukan angka. Mrk punya istri, anak, suami, orang tua yg ditinggalkan.

Indonesia, tertinggi se-ASEAN

#COVID19",neutral
"4 bulan lalu Singapura menjadi negara tertinggi pasien covid-19 se-Asia Tenggara & Indonesia masih 0 kasus.

Saat ini? Indonesia menjadi negara asia tenggara tertinggi mengalahkan Singapura.

Kuy, pd kumpul semua. Mari kalahkan Amerika!

#INDONESIAHEBAT #INDONESIAJUARA #COVID19",neutral
"Penyebaran pandemi #Covid19 yg tdk bisa diprediksi sebelumnya telah memberikan tekanan besar pada perekonomian di berbagai negara termasuk Indonesia.

Bagaimana kondisi ekonomi Indonesia saat ini?
Bagaimana program PEN akan memulihkan ekonomi?",positive
"Apakah pemerintah berharap dengan dermawan"" untuk menutupi ketidakmerataan bantuan dari pemerintah?
#IndonesiaAbnormal #COVID19 #COVID19indonesia",neutral
"Hai, Indonesia.. Apa kabar? Dalam keadaan #COVID19  ini, kupikir kita semua bisa bersatu. Yang mampu bisa membantu, yang susah bisa terpadu.
Namun, kebijakan pemerintah yg berupaya untuk kita rakyat Indonesia, masih kalian curangi juga? 
Sedikit saja rasa malu tak ada kah?",negative
"Kasus Corona Indonesia Kini Tertinggi di Asia Tenggara.

Kasus Tertinggi, Meninggal Terbanyak dan Penanganan Terburuk..
#COVID19",negative
"17/06/2020

Indonesia telah melepasi Singapore untuk jumlah kes #COVID19 hari ini.

#30 Indonesia : 41,431 kes (+1,031)
#31 Singapore : 41,216 kes (+247)",neutral
"Update Corona di Indonesia, Rabu 17 Juni 2020.
16.243 Dinyatakan sembuh! 
#IndonesiaSehat #indoneesiakuat #indonesiahebat #COVID19",neutral
New normal versi Indonesia adalah suatu awal keadaan abnormal #COVID19,positive
"Ketika palu berada di mulut anjing tak lain keadilan hanya ada ditangan majikannya. 
Apa kabar indonesia?
#JaksaRasaBuzzerRp #COVID19 #pagipagi",neutral
"Di mohon kepada kakak MAHASISWA segera merencanakan #aksiturunjalan demi Indonesia kita yang sedang tidak baik baik saja. Kami anak STM pun sudah muak dengan kelucuan hukum negeri ini.
#stmmahasiswabersatu
#TenggelamkanGerindra 
#COVID19",negative
"Kasus #Covid19 Indonesia per 16 Juni 2020

Total cases : 40,400 +1,106

Aktif             : 22,466 +493 (55,6%)
Sembuh     : 15,703 +580 (38,9%)
Meninggal  : 2,231 +33 (5.5%)

Total Tes : 540,115

#COVID19Indonesia #CoronaIndonesia",negative
link ngecek tipe zona di indonesia yg terpapar covid dimana ya? #COVID19,neutral
"Indonesia sungguh-sungguh gawat darurat 
@jokowi
 
Mulai dari demokrasi, pembentukan UUK (undang-undang kepentingan), HAM, dan yang pasti korupsi dong 
pie to pak 
@jokowi
 
@mohmahfudmd
 
#TolakAksiDemoSaatPandemi #Corona #COVID19 #enggaksengaja",positive
"Sahabat DW, sebanyak 80 mal di #Jakarta kembali beroperasi lagi mulai Senin (15/06) setelah ditutup sementara akibat wabah #COVID19. Apakah kalian berencana akan mengunjungi mal dalam waktu dekat? ",negative
"𝗣𝗮𝘁𝘂𝗵𝗶 𝗞𝗲𝗽𝘂𝘁𝘂𝘀𝗮𝗻 𝗚𝘂𝗴𝘂𝘀 𝗧𝘂𝗴𝗮𝘀 𝗱𝗮𝗹𝗮𝗺 𝗣𝗿𝗼𝘀𝗲𝘀 𝗣𝗲𝗺𝗯𝘂𝗸𝗮𝗮𝗻 𝗦𝗲𝗸𝗼𝗹𝗮𝗵. 

Pemerintah daerah harus patuhi keputusan Gugus Tugas Percepatan Penanganan #Covid19 dlm membuat kebijakan proses belajar di masa pandemi.

#MPRRI #sekolah #Indonesia",neutral
"Bisakah tata kelola lahan oleh individu petani/pekebun skala kecil #Indonesia, petak-petak atas tanah gurem itu, bergerak bertahap menuju arah model koperasi produksi untuk ketahanan rantai pasok desa tani/kebun, Pak 
@jokowi
 ? #PostCOVID19 #COVID19 #ketahananpanganindonesia",neutral
"Rapid Test menjadi ajang bisnis yang menggiurkan bagi rumah sakit, segala sesuatu harus di awali dengan Rapid Test walau pun Kita sudah pernah menjalani Rapid Test.. 
#indonesiaterserah #COVID19 #indonesia #indonesiahancur #indonesiamiskin",neutral
"Indonesia tidak akan pake istilah “new normal” karena memang sebenarnya situasinya abnormal dari cara hidup sebelum masa pandemi #COVID19 . Istilah yg bakal dipakai Tatanan Hidup (Kehidupan) Baru. Semoga semua warga disiplin, yg terpapar kembali sehat. Amin 
#tatananhidupbaru",positive
1K/hari kasus #COVID19 di Indonesia adalah #NewNormal,neutral
Dengan ketenangan hati. Bismillah covid19 go away so far from Indonesia and WORLD. #COVID19 #COVID19 #goaway,positive
"membuktikan upaya sekarang nol belaka ,kehancuran melanda di mna mana. 

@jokowi
 
#coronaindonesia #COVID19 #Indonesia #China",neutral
"Lah ini yang punya tetangga ngerasa tetangganya kaga ada yang kurang kok dibilang 20 orang (positif) giliran mau ngejelasin diancam gaboleh ngomong
Ki yo asu,  jingan... 
#COVID19 
#COVID19indonesia 
#pedagangpasar 
#pasar
#NewNormal",positive
"Jika dulu SARS dapat dihentikan, kenapa Covid tidak?
Ada apa?


@jokowi
  
@setnegri_
  
@BNPB_Indonesia
  
@Kiyai_MarufAmin
  
@KemenkesRI
  
@fadlizon
  
@tirta_hudhi
  
@DPR_RI
  
@dr_koko28
  
@DKIJakarta
 
@MataNajwa
  
@NajwaShihab
  
@NahlaShihab
  
@KhofifahIP
  
@aniesbaswedan

#COVID19 #Indonesia",neutral
"Guna memaksimalkan langkah pemerintah menangkal #COVID19 , 
@marwan_jafar
 meminta agar  penjagaan pintu masuk batas negara diperketat. 
@jokowi
 
@Puspen_TNI
 
@BNPB_Indonesia
 
@Reisa_BA",neutral
"Alhamdulillah, kemungkinan #COVID19 segera hilang dari Indonesia. Soalnya ia sakit, virus yang selalu dianggap binatang. Jadi kambing hitam ",negative
"Dear teman-teman, obat #COVID19 sudah ditemukan!!! Peneliti dari 
@Unair_Official
 bekerja sama dengan 
@BNPB_Indonesia
 dan 
@BIN_Official
 yang menciptakannya.",neutral
"𝗣𝗮𝘁𝘂𝗵𝗶 𝗞𝗲𝗽𝘂𝘁𝘂𝘀𝗮𝗻 𝗚𝘂𝗴𝘂𝘀 𝗧𝘂𝗴𝗮𝘀 𝗱𝗮𝗹𝗮𝗺 𝗣𝗿𝗼𝘀𝗲𝘀 𝗣𝗲𝗺𝗯𝘂𝗸𝗮𝗮𝗻 𝗦𝗲𝗸𝗼𝗹𝗮𝗵. 

Pemerintah daerah harus patuhi keputusan Gugus Tugas Percepatan Penanganan #Covid19 dlm membuat kebijakan proses belajar di masa pandemi.

#MPRRI #sekolah #Indonesia",neutral
"Bisakah tata kelola lahan oleh individu petani/pekebun skala kecil #Indonesia, petak-petak atas tanah gurem itu, bergerak bertahap menuju arah model koperasi produksi untuk ketahanan rantai pasok desa tani/kebun, Pak 
@jokowi
 ? #PostCOVID19 #COVID19 #ketahananpanganindonesia",neutral
"Rapid Test menjadi ajang bisnis yang menggiurkan bagi rumah sakit, segala sesuatu harus di awali dengan Rapid Test walau pun Kita sudah pernah menjalani Rapid Test.. 
#indonesiaterserah #COVID19 #indonesia #indonesiahancur #indonesiamiskin",neutral
"Indonesia tidak akan pake istilah “new normal” karena memang sebenarnya situasinya abnormal dari cara hidup sebelum masa pandemi #COVID19 . Istilah yg bakal dipakai Tatanan Hidup (Kehidupan) Baru. Semoga semua warga disiplin, yg terpapar kembali sehat. Amin 
#tatananhidupbaru",positive
1K/hari kasus #COVID19 di Indonesia adalah #NewNormal,neutral
Dengan ketenangan hati. Bismillah covid19 go away so far from Indonesia and WORLD. #COVID19 #COVID19 #goaway,positive
"membuktikan upaya sekarang nol belaka ,kehancuran melanda di mna mana. 

@jokowi
 
#coronaindonesia #COVID19 #Indonesia #China",neutral
"Lah ini yang punya tetangga ngerasa tetangganya kaga ada yang kurang kok dibilang 20 orang (positif) giliran mau ngejelasin diancam gaboleh ngomong
Ki yo asu,  jingan... 
#COVID19 
#COVID19indonesia 
#pedagangpasar 
#pasar
#NewNormal",positive
